,starting_time_stamp,coordinates_of_starting_location,coordinates_of_destination,estimate_travel_time_minutes
24906,2017-04-01 09:17:20, 116.460252 39.963995, 116.558891 39.866522,44.0
24907,2017-04-01 13:50:50, 116.406875 39.85842, 116.405204 39.851995,15.0
24908,2017-04-01 15:38:04, 116.360495 39.991412, 116.376099 39.997506,32.0
24909,2017-04-01 13:02:42, 116.464654 39.902881, 116.479992 39.90653,29.0
24910,2017-04-01 18:34:02, 116.464923 39.900529, 116.417003 39.886474,14.0
24911,2017-04-01 07:41:13, 116.465965 39.876093, 116.352425 39.894891,32.0
24912,2017-04-01 19:02:33, 116.508536 39.882467, 116.457991 39.798018,33.0
24913,2017-04-01 16:13:56, 116.431982 39.921732, 116.489258 39.686053,138.0
24914,2017-04-01 17:25:05, 116.393768 39.897747, 116.380654 39.917194,7.0
24915,2017-04-01 20:56:18, 116.379683 39.917312, 116.380781 39.918294,3.0
24916,2017-04-01 22:26:26, 116.386788 39.913106, 116.393445 39.898474,5.0
24917,2017-04-01 21:10:49, 116.652444 39.906077, 116.643964 39.912795,22.0
24918,2017-04-01 09:39:32, 116.355267 39.877989, 116.162028 40.103835,652.0
24919,2017-04-01 10:57:21, 116.367053 40.023383, 116.318743 40.080984,24.0
24920,2017-04-01 18:36:48, 116.340377 40.064173, 116.305182 40.059387,9.0
24921,2017-04-01 18:23:15, 116.3321 40.078013, 116.343968 40.085271,6.0
24922,2017-04-01 16:05:25, 116.501304 39.94044, 116.508765 39.938017,3.0
24923,2017-04-01 08:45:38, 116.462983 39.901013, 116.418343 39.91652,13.0
24924,2017-04-01 11:35:26, 116.341137 39.891256, 116.099514 39.89166,67.0
24925,2017-04-01 08:17:16, 116.320718 40.089198, 116.321086 40.003535,49.0
24926,2017-04-01 16:41:41, 116.506074 39.942328, 116.444708 39.876172,29.0
24927,2017-04-01 18:16:43, 116.289906 39.901857, 116.284541 39.89614,16.0
24928,2017-04-01 19:12:43, 116.289718 39.901975, 116.600777 39.844652,593.0
24929,2017-04-01 07:18:34, 116.306022 40.151854, 116.300183 40.180569,16.0
24930,2017-04-01 12:14:10, 116.341927 39.998556, 116.32758 39.900762,56.0
24931,2017-04-01 15:15:30, 116.45727 39.919187, 116.382305 40.016549,65.0
24932,2017-04-01 18:29:06, 116.183933 39.931775, 116.121114 39.920233,28.0
24933,2017-04-01 08:59:02, 116.420098 39.901241, 116.466011 39.893325,20.0
24934,2017-04-01 09:39:49, 116.455832 39.899214, 116.466011 39.893325,23.0
24935,2017-04-01 19:03:21, 116.464792 40.023393, 116.461876 40.026162,8.0
24936,2017-04-01 11:16:31, 116.484964 39.913867, 116.65222 40.002588,56.0
24937,2017-04-01 10:27:13, 116.555787 40.07722, 116.316798 39.98537,74.0
24938,2017-04-01 21:15:26, 116.486348 39.992518, 116.547295 40.076048,34.0
24939,2017-04-01 23:34:04, 116.504925 40.005424, 116.547295 40.076048,28.0
24940,2017-04-01 17:19:30, 116.557251 39.919014, 116.337355 39.884239,99.0
24941,2017-04-01 10:12:08, 116.329018 40.075066, 116.361932 39.954213,71.0
24942,2017-04-01 11:15:41, 116.362453 39.952803, 116.360502 39.951013,5.0
24943,2017-04-01 11:35:38, 116.362759 39.949698, 116.424174 39.923564,31.0
24944,2017-04-01 13:20:00, 116.423915 39.923219, 116.339721 40.074195,95.0
24945,2017-04-01 13:25:04, 116.309777 39.864325, 116.621192 40.061075,112.0
24946,2017-04-01 07:54:57, 116.419774 40.060268, 116.354656 39.979789,54.0
24947,2017-04-01 08:35:05, 116.462875 40.026408, 116.354656 39.979789,55.0
24948,2017-04-01 18:18:36, 116.451565 40.038182, 116.412365 40.056361,20.0
24949,2017-04-01 20:49:36, 116.361492 39.858004, 116.32575 39.851391,10.0
24950,2017-04-01 16:42:21, 116.434408 39.863744, 116.312984 39.887419,55.0
24951,2017-04-01 17:15:01, 116.433941 39.852036, 116.312984 39.887419,57.0
24952,2017-04-01 18:17:36, 116.349599 39.938075, 116.537087 39.912184,53.0
24953,2017-04-01 19:02:42, 116.35921 39.907219, 116.19239 40.051953,69.0
24954,2017-04-01 19:31:05, 116.360576 39.90964, 116.19239 40.051953,69.0
24955,2017-04-01 20:51:11, 116.31337 40.095477, 116.480931 39.950397,112.0
24956,2017-04-01 21:16:43, 116.31337 40.095477, 116.262991 40.036622,40.0
24957,2017-04-01 11:10:26, 116.488243 39.937944, 116.113284 40.058446,113.0
24958,2017-04-01 12:52:17, 116.488216 39.938165, 116.113284 40.058446,113.0
24959,2017-04-01 13:03:59, 116.488243 39.937944, 116.113284 40.058446,113.0
24960,2017-04-01 15:55:11, 116.114404 40.058742, 116.486564 39.938655,112.0
24961,2017-04-01 17:23:55, 116.451655 39.992296, 116.207545 39.895405,76.0
24962,2017-04-01 19:19:38, 116.322757 39.991253, 116.59459 40.086799,83.0
24963,2017-04-01 21:32:08, 116.28148 39.932736, 116.114997 39.917568,46.0
24964,2017-04-01 16:21:44, 116.403515 39.930004, 116.400137 40.003634,26.0
24965,2017-04-01 20:05:48, 116.297486 40.117107, 116.349053 39.980908,82.0
24966,2017-04-01 12:12:32, 116.270808 39.913445, 116.272713 39.913203,3.0
24967,2017-04-01 14:10:34, 116.243273 39.920912, 116.25198 39.914763,21.0
24968,2017-04-01 13:01:06, 116.632457 39.919124, 116.187901 39.928375,825.0
24969,2017-04-01 16:15:58, 116.632484 39.91918, 116.47491 39.905719,294.0
24970,2017-04-01 16:55:11, 116.649974 39.913162, 116.646965 39.912318,5.0
24971,2017-04-01 09:15:31, 116.603433 40.000221, 116.622083 39.991558,6.0
24972,2017-04-01 07:48:27, 116.357037 39.884952, 116.362544 39.959404,43.0
24973,2017-04-01 17:56:58, 116.363415 39.959357, 116.344272 39.881287,45.0
24974,2017-04-01 21:12:39, 116.320565 39.759753, 116.564294 40.019815,115.0
24975,2017-04-01 13:19:30, 116.41637 39.960145, 116.428844 39.96035,23.0
24976,2017-04-01 11:43:19, 116.47228 40.012366, 116.551765 39.742841,99.0
24977,2017-04-01 11:43:11, 116.368553 39.874674, 116.645004 39.891633,77.0
24978,2017-04-01 07:16:32, 116.245943 39.905842, 116.437963 39.876543,54.0
24979,2017-04-01 16:40:01, 116.353812 39.903607, 116.248951 39.904754,29.0
24980,2017-04-01 11:56:16, 116.646758 40.144512, 116.67205 40.114258,13.0
24981,2017-04-01 12:51:33, 116.64665 40.135921, 116.653071 40.135064,12.0
24982,2017-04-01 16:58:16, 116.653289 40.134356, 116.441679 39.890737,106.0
24983,2017-04-01 18:54:15, 116.442438 39.910042, 116.441679 39.890737,6.0
24984,2017-04-01 13:36:35, 116.351728 39.991868, 116.328318 40.0027,12.0
24985,2017-04-01 14:32:03, 116.340831 39.998439, 116.328318 40.0027,25.0
24986,2017-04-01 16:25:36, 116.414232 39.999206, 116.368617 39.918135,31.0
24987,2017-04-01 17:49:13, 116.315553 39.758422, 116.198559 39.718647,35.0
24988,2017-04-01 18:09:52, 116.298287 39.698136, 116.259731 39.686053,11.0
24989,2017-04-01 22:59:11, 116.312319 39.981738, 116.381763 40.087852,68.0
24990,2017-04-01 09:29:57, 116.208304 39.867087, 116.302591 39.977375,76.0
24991,2017-04-01 12:02:18, 116.306094 39.980611, 116.301858 39.978445,9.0
24992,2017-04-01 12:23:35, 116.325892 39.958078, 116.315957 39.933876,14.0
24993,2017-04-01 15:10:10, 116.330519 39.958361, 116.315957 39.933876,15.0
24994,2017-04-01 17:13:25, 116.524508 39.829377, 116.337277 39.75672,58.0
24995,2017-04-01 09:37:54, 116.467558 39.812614, 116.585478 39.925232,52.0
24996,2017-04-01 10:33:17, 116.585296 39.926138, 116.458629 39.796507,58.0
24997,2017-04-01 11:48:35, 116.280124 39.912262, 116.401563 39.877085,57.0
24998,2017-04-01 17:34:46, 116.368948 39.876051, 116.291908 39.857918,35.0
24999,2017-04-01 20:43:08, 116.291406 39.857728, 116.196328 39.99698,90.0
25000,2017-04-01 18:15:17, 116.249213 39.907987, 116.1311 39.727213,73.0
25001,2017-04-01 21:40:56, 116.40011 40.006861, 116.344027 39.998407,15.0
25002,2017-04-01 21:51:13, 116.361088 40.043299, 116.344027 39.998407,16.0
25003,2017-04-01 20:42:10, 116.468031 39.982118, 116.600006 40.086066,84.0
25004,2017-04-01 21:04:19, 116.489267 39.989, 116.600006 40.086066,74.0
25005,2017-04-01 17:43:12, 116.232379 39.910879, 116.097752 39.81253,51.0
25006,2017-04-01 14:08:10, 116.376862 39.905157, 116.454691 39.95176,27.0
25007,2017-04-01 05:28:50, 116.324527 39.960698, 116.384794 39.871009,58.0
25008,2017-04-01 08:18:41, 116.349024 39.964569, 116.327905 39.918685,17.0
25009,2017-04-01 08:45:26, 116.342367 39.913957, 116.327905 39.918685,29.0
25010,2017-04-01 10:50:00, 116.328605 39.918405, 116.349477 39.963861,17.0
25011,2017-04-01 11:28:09, 116.349473 39.909696, 116.349477 39.963861,19.0
25012,2017-04-01 10:15:55, 116.51009 39.901746, 116.345598 39.970759,83.0
25013,2017-04-01 08:08:52, 116.282594 40.038541, 116.329776 39.972237,27.0
25014,2017-04-01 09:11:26, 116.293821 40.037015, 116.307311 40.059186,8.0
25015,2017-04-01 09:09:54, 116.307064 39.984481, 116.308406 39.970952,7.0
25016,2017-04-01 08:30:01, 116.314744 40.06971, 116.338781 39.999593,175.0
25017,2017-04-01 08:41:50, 116.654968 40.175911, 116.3611 39.928812,121.0
25018,2017-04-01 09:14:27, 116.654968 40.175911, 116.470352 39.989455,84.0
25019,2017-04-01 10:11:47, 116.654968 40.175911, 116.488376 39.95048,93.0
25020,2017-04-01 12:37:29, 116.711884 40.001276, 116.484585 39.86339,80.0
25021,2017-04-01 19:18:25, 116.346607 39.982069, 116.386771 39.940105,30.0
25022,2017-04-01 20:14:20, 116.398934 39.945495, 116.40329 39.94703,8.0
25023,2017-04-01 22:50:04, 116.402096 39.944623, 116.431355 40.070854,46.0
25024,2017-04-01 09:32:37, 116.362094 39.872134, 116.367887 39.889422,10.0
25025,2017-04-01 09:47:20, 116.366693 39.872293, 116.37779 39.87175,4.0
25026,2017-04-01 12:12:32, 116.362301 39.87212, 116.312984 39.887419,23.0
25027,2017-04-01 13:19:20, 116.369568 39.875525, 116.312984 39.887419,26.0
25028,2017-04-01 15:04:19, 116.344496 39.764883, 116.387426 39.938944,63.0
25029,2017-04-01 16:41:33, 116.390525 39.907067, 116.328351 39.691102,79.0
25030,2017-04-01 11:14:33, 116.461779 39.849128, 116.446193 39.871746,14.0
25031,2017-04-01 10:14:04, 116.673689 40.121006, 116.369203 39.894441,117.0
25032,2017-04-01 17:07:03, 116.490201 39.976734, 116.352964 39.813494,70.0
25033,2017-04-01 14:22:30, 116.225886 39.989225, 116.136176 39.925379,34.0
25034,2017-04-01 14:18:40, 116.119731 39.942196, 116.318563 40.080745,497.0
25035,2017-04-01 09:06:54, 116.363289 40.029364, 116.353991 40.066121,21.0
25036,2017-04-01 10:27:31, 116.352186 40.060723, 116.339024 39.729307,191.0
25037,2017-04-01 18:04:15, 116.485255 39.881572, 116.479712 39.835474,16.0
25038,2017-04-01 16:26:29, 116.444873 39.744151, 116.551425 39.686053,58.0
25039,2017-04-01 17:12:59, 116.352177 40.04488, 116.349924 40.043984,4.0
25040,2017-04-01 00:56:41, 116.294506 40.096311, 116.409404 39.843288,96.0
25041,2017-04-01 17:52:13, 116.35294 39.972953, 116.441152 39.973347,24.0
25042,2017-04-01 18:08:05, 116.340831 39.973147, 116.288549 39.963918,99.0
25043,2017-04-01 18:27:46, 116.297919 39.964666, 116.288549 39.963918,17.0
25044,2017-04-01 14:36:11, 116.275461 39.904168, 116.386296 39.869779,53.0
25045,2017-04-01 06:58:18, 116.466747 39.874093, 116.474906 39.889761,9.0
25046,2017-04-01 17:42:15, 116.465776 39.939327, 116.533811 39.853498,36.0
25047,2017-04-01 17:59:33, 116.46619 39.938421, 116.42292 40.07031,49.0
25048,2017-04-01 18:44:18, 116.484488 39.916627, 116.50566 39.921588,6.0
25049,2017-04-01 18:57:28, 116.484201 39.918606, 116.573854 39.946084,42.0
25050,2017-04-01 19:10:00, 116.484524 39.918592, 116.573854 39.946084,42.0
25051,2017-04-01 20:50:49, 116.484479 39.914718, 116.573854 39.946084,43.0
25052,2017-04-01 16:26:18, 116.435777 40.033771, 116.299759 39.872678,69.0
25053,2017-04-01 17:32:29, 116.435777 40.033771, 116.299759 39.872678,69.0
25054,2017-04-01 11:35:24, 116.652804 39.92869, 116.365107 39.942472,128.0
25055,2017-04-01 12:47:45, 116.363576 39.941857, 116.365107 39.942472,3.0
25056,2017-04-01 16:27:43, 116.653352 39.925453, 116.365107 39.942472,128.0
25057,2017-04-01 17:40:38, 116.288765 39.876204, 116.292381 39.87827,8.0
25058,2017-04-01 13:39:57, 116.336771 39.873823, 116.404928 40.012343,357.0
25059,2017-04-01 15:32:15, 116.328075 39.912124, 116.314529 39.915306,26.0
25060,2017-04-01 15:43:42, 116.320296 39.913819, 116.314529 39.915306,11.0
25061,2017-04-01 16:16:46, 116.316262 39.91588, 116.329085 39.934121,49.0
25062,2017-04-01 16:33:59, 116.308681 39.915894, 116.307174 39.916189,2.0
25063,2017-04-01 08:09:10, 116.36363 39.960013, 116.380654 39.917194,25.0
25064,2017-04-01 09:05:53, 116.361286 39.94714, 116.380654 39.917194,19.0
25065,2017-04-01 09:51:24, 116.380527 39.918018, 116.420489 40.072955,381.0
25066,2017-04-01 10:20:06, 116.380024 39.918896, 116.362574 39.958954,24.0
25067,2017-04-01 10:55:22, 116.362831 39.949201, 116.362574 39.958954,23.0
25068,2017-04-01 15:22:29, 116.593192 40.085838, 116.702665 39.94834,58.0
25069,2017-04-01 16:34:52, 116.422514 39.954109, 116.352529 39.982133,35.0
25070,2017-04-01 18:21:01, 116.552158 39.921075, 116.337277 39.75672,84.0
25071,2017-04-01 00:08:11, 116.441432 39.896225, 116.452252 39.911233,6.0
25072,2017-04-01 00:42:21, 116.453425 39.911944, 116.451243 39.912055,4.0
25073,2017-04-01 23:04:35, 116.456102 39.961299, 116.385495 39.871178,38.0
25074,2017-04-01 14:01:39, 116.441747 39.961396, 116.479027 39.929786,24.0
25075,2017-04-01 16:00:50, 116.441864 39.960601, 116.482018 40.004967,19.0
25076,2017-04-01 21:32:25, 116.277231 40.172855, 116.315957 39.933876,139.0
25077,2017-04-01 08:02:32, 116.425407 39.932978, 116.320749 39.930147,29.0
25078,2017-04-01 08:23:13, 116.316164 39.938351, 116.325549 39.931589,5.0
25079,2017-04-01 22:10:05, 116.466756 40.091827, 116.501142 39.99289,59.0
25080,2017-04-01 20:01:20, 116.319703 39.984944, 116.327765 39.900515,30.0
25081,2017-04-01 10:08:32, 116.337597 40.033604, 116.28739 39.907168,76.0
25082,2017-04-01 10:21:45, 116.326782 40.038942, 116.284807 39.908432,77.0
25083,2017-04-01 10:38:57, 116.347092 39.980618, 116.484901 39.908437,46.0
25084,2017-04-01 13:40:13, 116.322371 39.9905, 116.347389 40.033438,27.0
25085,2017-04-01 14:06:38, 116.32326 39.989678, 116.347389 40.033438,27.0
25086,2017-04-01 18:49:18, 116.482674 39.958735, 116.462273 39.936719,15.0
25087,2017-04-01 20:59:23, 116.508437 39.931035, 116.554084 39.962505,27.0
25088,2017-04-01 10:50:40, 116.338199 39.856786, 116.480572 39.842169,63.0
25089,2017-04-01 17:15:08, 116.37953 40.024875, 116.461039 39.956134,53.0
25090,2017-04-01 18:30:10, 116.385791 39.959986, 116.460538 39.956507,20.0
25091,2017-04-01 19:14:51, 116.461168 39.956951, 116.460538 39.956507,1.0
25092,2017-04-01 16:38:22, 116.146492 40.091268, 116.141883 40.081998,23.0
25093,2017-04-01 16:52:39, 116.520241 39.904424, 116.519315 39.90523,2.0
25094,2017-04-01 10:08:37, 116.358752 40.006674, 116.380815 39.983892,10.0
25095,2017-04-01 11:46:16, 116.333007 39.894792, 116.333097 39.899484,11.0
25096,2017-04-01 13:06:02, 116.671444 40.121909, 116.70785 40.132746,10.0
25097,2017-04-01 20:32:39, 116.438854 39.946027, 116.332221 39.771965,69.0
25098,2017-04-01 15:23:30, 116.319281 39.962516, 116.32638 39.922647,14.0
25099,2017-04-01 15:56:19, 116.323763 39.962544, 116.469567 39.858936,55.0
25100,2017-04-01 00:28:42, 116.362687 39.982512, 116.48409 39.883103,78.0
25101,2017-04-01 14:24:17, 116.360935 39.982304, 116.471669 39.875044,79.0
25102,2017-04-01 16:49:06, 116.36266 39.982684, 116.474146 39.874667,79.0
25103,2017-04-01 17:42:46, 116.46645 39.872051, 116.474146 39.874667,15.0
25104,2017-04-01 18:59:42, 116.462686 39.882454, 116.467202 39.8876,14.0
25105,2017-04-01 20:22:35, 116.467357 39.884405, 116.457719 39.889582,21.0
25106,2017-04-01 11:55:36, 116.413783 39.870694, 116.392732 39.848014,10.0
25107,2017-04-01 12:12:53, 116.392915 39.848325, 116.380142 39.856988,31.0
25108,2017-04-01 13:34:40, 116.379288 39.856945, 116.543805 40.096088,97.0
25109,2017-04-01 22:00:54, 116.431901 39.965302, 116.486588 39.928972,20.0
25110,2017-04-01 12:05:41, 116.664374 39.760023, 116.668933 39.907694,53.0
25111,2017-04-01 14:59:59, 116.663889 39.75967, 116.668933 39.907694,53.0
25112,2017-04-01 16:03:33, 116.664059 39.760266, 116.668933 39.907694,53.0
25113,2017-04-01 17:51:55, 116.711884 39.765599, 116.668933 39.907694,52.0
25114,2017-04-01 18:36:52, 116.711884 39.765597, 116.668933 39.907694,52.0
25115,2017-04-01 18:50:53, 116.711884 39.765557, 116.668933 39.907694,52.0
25116,2017-04-01 19:45:01, 116.101424 39.693604, 116.09863 39.686053,4.0
25117,2017-04-01 08:08:12, 116.484749 39.832875, 116.440159 39.921859,34.0
25118,2017-04-01 11:32:18, 116.319326 39.986561, 116.32173 39.984193,7.0
25119,2017-04-01 23:43:27, 116.197533 39.920715, 116.312984 39.887419,54.0
25120,2017-04-01 07:47:53, 116.312238 39.94992, 116.345197 39.943918,15.0
25121,2017-04-01 06:53:21, 116.424715 40.037022, 116.401561 39.857972,104.0
25122,2017-04-01 07:09:15, 116.423008 39.954137, 116.401561 39.857972,56.0
25123,2017-04-01 09:49:27, 116.424392 39.923095, 116.434255 40.038161,66.0
25124,2017-04-01 12:23:30, 116.424607 40.037126, 116.296587 39.818471,138.0
25125,2017-04-01 12:53:15, 116.346877 39.982014, 116.296587 39.818471,97.0
25126,2017-04-01 13:32:38, 116.302114 39.848145, 116.296587 39.818471,17.0
25127,2017-04-01 15:41:55, 116.293562 39.816091, 116.294322 39.815942,1.0
25128,2017-04-01 16:02:25, 116.296715 39.818024, 116.369832 39.892658,54.0
25129,2017-04-01 17:02:08, 116.364528 39.895097, 116.369832 39.892658,2.0
25130,2017-04-01 18:32:32, 116.370215 39.892592, 116.382305 40.016549,71.0
25131,2017-04-01 09:32:12, 116.705112 40.135101, 116.711884 40.135729,3.0
25132,2017-04-01 18:06:53, 116.521337 39.914262, 116.385495 39.871178,40.0
25133,2017-04-01 06:56:54, 116.403506 39.906195, 116.275083 40.047184,99.0
25134,2017-04-01 13:51:44, 116.263056 40.047621, 116.315938 40.005486,33.0
25135,2017-04-01 14:36:25, 116.263002 40.047572, 116.295862 40.008525,26.0
25136,2017-04-01 15:02:38, 116.271464 40.037747, 116.291033 40.008083,12.0
25137,2017-04-01 15:14:47, 116.291541 40.00789, 116.295862 40.008525,1.0
25138,2017-04-01 17:28:53, 116.317628 40.019564, 116.389142 39.948046,52.0
25139,2017-04-01 17:43:32, 116.324994 40.015875, 116.400369 39.945426,52.0
25140,2017-04-01 18:27:24, 116.4002 39.993354, 116.400369 39.945426,27.0
25141,2017-04-01 19:27:44, 116.399383 39.94555, 116.264071 40.055291,87.0
25142,2017-04-01 19:37:17, 116.326476 39.898612, 116.377598 39.859576,20.0
25143,2017-04-01 15:53:09, 116.502185 39.915832, 116.50108 39.914673,3.0
25144,2017-04-01 08:46:20, 116.137203 40.074127, 116.504759 40.015917,104.0
25145,2017-04-01 12:07:39, 116.316855 39.919553, 116.196328 39.99698,43.0
25146,2017-04-01 12:17:12, 116.309148 39.930136, 116.388266 39.949588,23.0
25147,2017-04-01 14:59:44, 116.389088 39.951074, 116.317947 39.917978,23.0
25148,2017-04-01 15:09:02, 116.3858 39.948703, 116.317947 39.917978,21.0
25149,2017-04-01 15:19:43, 116.38607 39.94192, 116.317947 39.917978,20.0
25150,2017-04-01 20:06:42, 116.362543 39.983749, 116.25126 40.180569,124.0
25151,2017-04-01 20:10:37, 116.486941 39.992303, 116.647216 40.052868,79.0
25152,2017-04-01 13:45:42, 116.45559 40.001106, 116.350661 40.004072,46.0
25153,2017-04-01 14:30:33, 116.491899 39.999765, 116.385037 39.870438,88.0
25154,2017-04-01 16:43:51, 116.488486 39.989809, 116.384812 39.870957,82.0
25155,2017-04-01 17:10:43, 116.461608 39.869372, 116.384749 39.871358,34.0
25156,2017-04-01 17:29:04, 116.473062 39.987653, 116.470239 39.982692,13.0
25157,2017-04-01 10:56:07, 116.356399 39.943496, 116.358456 39.947209,2.0
25158,2017-04-01 22:21:06, 116.395745 39.975061, 116.212907 40.048244,91.0
25159,2017-04-01 08:23:15, 116.474706 40.003662, 116.541969 39.876363,79.0
25160,2017-04-01 08:54:55, 116.483743 39.881201, 116.541969 39.876363,26.0
25161,2017-04-01 13:20:42, 116.543157 39.875456, 116.413267 39.997154,91.0
25162,2017-04-01 09:22:21, 116.389465 39.996104, 116.476197 39.902559,41.0
25163,2017-04-01 15:24:20, 116.386573 39.996843, 116.621372 40.060685,110.0
25164,2017-04-01 16:28:47, 116.416154 40.005265, 116.621372 40.060685,96.0
25165,2017-04-01 17:55:12, 116.596354 40.085362, 116.413406 40.002361,59.0
25166,2017-04-01 08:19:24, 116.435777 40.033771, 116.711884 40.144706,86.0
25167,2017-04-01 18:13:07, 116.653424 40.123764, 116.600868 40.085558,20.0
25168,2017-04-01 14:03:55, 116.327707 39.940703, 116.577964 39.918968,112.0
25169,2017-04-01 17:49:53, 116.642743 39.910298, 116.69819 39.914102,24.0
25170,2017-04-01 12:15:29, 116.350686 39.999102, 116.524686 39.929824,87.0
25171,2017-04-01 08:49:10, 116.428641 39.993222, 116.427846 39.993299,1.0
25172,2017-04-01 12:12:16, 116.525208 39.897567, 116.502724 39.905012,10.0
25173,2017-04-01 13:36:46, 116.515543 39.899539, 116.502724 39.905012,6.0
25174,2017-04-01 16:49:53, 116.525181 39.897553, 116.401561 39.857972,59.0
25175,2017-04-01 13:25:19, 116.461195 40.000512, 116.499062 39.993583,10.0
25176,2017-04-01 14:49:41, 116.461123 40.000353, 116.499062 39.993583,17.0
25177,2017-04-01 09:15:26, 116.29093 40.00981, 116.312185 39.979342,12.0
25178,2017-04-01 09:41:56, 116.322416 39.99828, 116.312185 39.979342,7.0
25179,2017-04-01 10:01:08, 116.31319 39.978994, 116.321998 39.982083,17.0
25180,2017-04-01 13:51:57, 116.390804 40.0076, 116.420897 39.925098,30.0
25181,2017-04-01 14:53:47, 116.421229 39.925287, 116.46524 39.91808,12.0
25182,2017-04-01 19:40:25, 116.454202 39.97902, 116.422889 39.994395,10.0
25183,2017-04-01 19:31:10, 116.372416 40.012691, 116.36504 40.018493,19.0
25184,2017-04-01 09:58:34, 116.604547 40.058659, 116.352395 39.857601,161.0
25185,2017-04-01 11:26:53, 116.465724 39.835302, 116.292206 39.857506,48.0
25186,2017-04-01 11:39:05, 116.408045 39.848906, 116.292206 39.857506,32.0
25187,2017-04-01 13:22:50, 116.349532 39.853168, 116.292206 39.857506,16.0
25188,2017-04-01 14:18:31, 116.323269 40.07764, 116.363912 40.121651,19.0
25189,2017-04-01 08:51:37, 116.497648 39.977854, 116.51204 39.993465,11.0
25190,2017-04-01 16:16:26, 116.455051 39.913272, 116.471082 39.900789,10.0
25191,2017-04-01 06:13:03, 116.403857 39.915291, 116.337277 39.75672,60.0
25192,2017-04-01 06:21:57, 116.405788 39.908312, 116.404634 39.899998,20.0
25193,2017-04-01 11:59:54, 116.403857 39.915291, 116.337277 39.75672,60.0
25194,2017-04-01 12:24:55, 116.401395 39.913874, 116.418037 39.919791,34.0
25195,2017-04-01 12:34:56, 116.404458 39.919069, 116.418037 39.919791,25.0
25196,2017-04-01 13:13:29, 116.408941 39.921407, 116.392861 39.94196,13.0
25197,2017-04-01 13:55:18, 116.406138 39.931132, 116.392861 39.94196,8.0
25198,2017-04-01 15:34:46, 116.394235 39.94257, 116.403244 39.999371,33.0
25199,2017-04-01 19:09:57, 116.408384 40.001741, 116.415561 40.00112,13.0
25200,2017-04-01 10:00:35, 116.567594 39.756306, 116.309192 39.979538,108.0
25201,2017-04-01 11:14:17, 116.506281 39.800613, 116.524921 39.798721,34.0
25202,2017-04-01 14:06:23, 116.502116 39.80336, 116.43469 39.87305,31.0
25203,2017-04-01 10:01:26, 116.348781 39.983265, 116.433587 39.911171,56.0
25204,2017-04-01 13:14:23, 116.383869 39.872113, 116.385612 39.871538,3.0
25205,2017-04-01 18:28:06, 116.523403 39.940806, 116.638143 39.921179,52.0
25206,2017-04-01 20:20:31, 116.637622 39.921476, 116.637434 39.916962,10.0
25207,2017-04-01 21:44:11, 116.420322 40.061331, 116.380745 40.08548,22.0
25208,2017-04-01 22:14:55, 116.367125 40.078337, 116.365678 40.078799,2.0
25209,2017-04-01 22:25:11, 116.365732 40.078903, 116.365678 40.078799,0.0
25210,2017-04-01 22:47:25, 116.366056 40.078875, 116.436967 39.974831,283.0
25211,2017-04-01 17:39:23, 116.463396 40.127516, 116.310397 39.902501,147.0
25212,2017-04-01 09:28:23, 116.585871 39.920134, 116.552165 39.941702,12.0
25213,2017-04-01 19:27:24, 116.616809 39.898702, 116.349053 39.980908,128.0
25214,2017-04-01 08:46:12, 116.436348 39.87882, 116.426065 39.951636,26.0
25215,2017-04-01 17:28:00, 116.262795 39.981689, 116.358982 40.006996,45.0
25216,2017-04-01 18:44:15, 116.361672 40.004194, 116.346015 40.064254,147.0
25217,2017-04-01 19:24:55, 116.489411 39.99535, 116.481951 40.013363,6.0
25218,2017-04-01 16:47:02, 116.60028 40.085845, 116.471845 39.964463,56.0
25219,2017-04-01 20:23:00, 116.422855 39.960117, 116.296754 40.005465,38.0
25220,2017-04-01 23:54:35, 116.390867 39.874563, 116.297653 39.943084,57.0
25221,2017-04-01 18:33:25, 116.467995 39.909578, 116.465965 39.917866,20.0
25222,2017-04-01 20:42:30, 116.467591 39.917229, 116.482751 39.914016,29.0
25223,2017-04-01 20:03:34, 116.401763 39.895111, 116.097752 39.696564,177.0
25224,2017-04-01 18:52:16, 116.369846 39.972739, 116.612373 39.913541,70.0
25225,2017-04-01 00:26:45, 116.254441 39.984426, 116.421637 39.846944,108.0
25226,2017-04-01 08:44:35, 116.378398 40.028915, 116.382841 40.038129,23.0
25227,2017-04-01 20:54:29, 116.432665 39.910747, 116.349053 39.980908,55.0
25228,2017-04-01 08:26:19, 116.443346 39.933469, 116.337845 39.759234,69.0
25229,2017-04-01 11:47:49, 116.472927 39.965792, 116.470671 39.957711,19.0
25230,2017-04-01 15:38:32, 116.241955 39.912947, 116.231968 39.912347,4.0
25231,2017-04-01 09:12:22, 116.341334 39.88972, 116.097752 39.968391,117.0
25232,2017-04-01 09:40:00, 116.341586 39.889713, 116.097752 39.968422,73.0
25233,2017-04-01 16:45:59, 116.097752 39.959438, 116.11369 39.953661,32.0
25234,2017-04-01 10:10:39, 116.285576 39.907807, 116.403164 39.928798,53.0
25235,2017-04-01 10:30:03, 116.286915 39.908201, 116.403164 39.928798,53.0
25236,2017-04-01 11:18:04, 116.399904 39.914109, 116.403164 39.928798,8.0
25237,2017-04-01 11:53:47, 116.403857 39.915291, 116.403337 39.919944,11.0
